sample_id,library_size
CGND-HRA-01969,107434620
CGND-HRA-01970,116207450
CGND-HRA-01971,133797438
CGND-HRA-01972,81214506
CGND-HRA-01973,96408442
CGND-HRA-01974,127104226
CGND-HRA-02079,146977992
CGND-HRA-02080,119860930
CGND-HRA-02107,91423960
CGND-HRA-02108,108899650
CGND-HRA-02114,105364928
CGND-HRA-02116,107393640
CGND-HRA-02122,91544544
CGND-HRA-02123,98513974
CGND-HRA-02124,116154944
CGND-HRA-02127,111328498
CGND-HRA-02128,109036620
CGND-HRA-02132,88273772
CGND-HRA-02133,106355068
CGND-HRA-02134,104059802
CGND-HRA-02135,111963866
CGND-HRA-02136,112503506
CGND-HRA-02138,111571390
CGND-HRA-02140,88474564
CGND-HRA-02141,119338344
CGND-HRA-00732,67997106
CGND-HRA-00733,64114952
CGND-HRA-00734,98323116
CGND-HRA-00735,96224472
CGND-HRA-00736,82818942
CGND-HRA-00737,71908188
CGND-HRA-00750,86048076
CGND-HRA-01173,103434238
CGND-HRA-01174,98529016
CGND-HRA-01175,64270426
CGND-HRA-01176,93659258
CGND-HRA-01177,105119258
CGND-HRA-01180,114119558
CGND-HRA-01181,87808220
CGND-HRA-01182,84882932
CGND-HRA-01183,62891728
CGND-HRA-01272,56251398
CGND-HRA-01274,142271258
CGND-HRA-01278,81730044
CGND-HRA-01279,143162242
CGND-HRA-01280,67873216
CGND-HRA-01281,79966138
CGND-HRA-01282,86544696
CGND-HRA-01303,94165632
CGND-HRA-01304,84762920
CGND-HRA-01305,73379522
CGND-HRA-01306,92002966
CGND-HRA-01307,75964116
CGND-HRA-01308,94027084
CGND-HRA-01310,76079780
CGND-HRA-01311,109646612
CGND-HRA-01312,102916308
CGND-HRA-01313,94324144
CGND-HRA-01314,78693290
CGND-HRA-01315,103291456
CGND-HRA-01316,109584772
CGND-HRA-01317,161560854
CGND-HRA-01318,63590388
CGND-HRA-01319,79259178
CGND-HRA-01320,90082824
CGND-HRA-01321,74091634
CGND-HRA-01322,91118012
CGND-HRA-01324,124257722
CGND-HRA-01325,123748378
CGND-HRA-01374,83786708
CGND-HRA-01375,97504814
CGND-HRA-01376,89548752
CGND-HRA-01377,71045466
CGND-HRA-01380,136314122
CGND-HRA-01381,89261488
CGND-HRA-01382,104570162
CGND-HRA-01383,60446810
CGND-HRA-01385,70636704
CGND-HRA-01386,84368922
CGND-HRA-01387,133179718
CGND-HRA-01389,66569944
CGND-HRA-01390,83115520
CGND-HRA-01393,92288806
CGND-HRA-01403,79574308
CGND-HRA-01412,77209660
CGND-HRA-01418,68245482
CGND-HRA-01420,94011724
CGND-HRA-01421,101562222
CGND-HRA-01430,160415504
CGND-HRA-01433,72897064
CGND-HRA-01434,117220424
CGND-HRA-01436,81740474
CGND-HRA-01441,89240624
CGND-HRA-01442,65428784
CGND-HRA-01448,92989224
CGND-HRA-01450,228847654
CGND-HRA-01472,75302672
CGND-HRA-01615,90088194
CGND-HRA-02182,191149594
CGND-HRA-02183,160531728
CGND-HRA-02184,98562248
CGND-HRA-02185,83864622
CGND-HRA-02186,98682048
CGND-HRA-02187,106658918
CGND-HRA-02188,170299982
CGND-HRA-02189,78426940
CGND-HRA-02190,69108988
CGND-HRA-02192,375699204
CGND-HRA-02193,92886782
CGND-HRA-02194,106422200
CGND-HRA-02198,94314802
CGND-HRA-02199,148287852
CGND-HRA-01273,74229510
CGND-HRA-01309,77260380
CGND-HRA-01323,50478304
CGND-HRA-01326,64248600
CGND-HRA-01384,67737692
CGND-HRA-01388,55912304
CGND-HRA-01392,68601114
CGND-HRA-01394,73665366
CGND-HRA-01396,68105112
CGND-HRA-01397,64733478
CGND-HRA-01398,79040028
CGND-HRA-01399,67947218
CGND-HRA-01400,67540096
CGND-HRA-01401,62426264
CGND-HRA-01404,66256262
CGND-HRA-01405,61147224
CGND-HRA-01407,62346136
CGND-HRA-01408,95641098
CGND-HRA-01409,59610310
CGND-HRA-01413,74985924
CGND-HRA-01414,58988724
CGND-HRA-01415,57346858
CGND-HRA-01416,72439958
CGND-HRA-01417,64717878
CGND-HRA-01419,61837172
CGND-HRA-01422,66239798
CGND-HRA-01423,62905060
CGND-HRA-01424,67099186
CGND-HRA-01425,71258556
CGND-HRA-01426,73075456
CGND-HRA-01427,94321052
CGND-HRA-01428,60204740
CGND-HRA-01429,63415466
CGND-HRA-01431,59856562
CGND-HRA-01432,65706260
CGND-HRA-01437,62344262
CGND-HRA-01438,73222534
CGND-HRA-01439,66991772
CGND-HRA-01440,75740060
CGND-HRA-01443,71282842
CGND-HRA-01445,60797128
CGND-HRA-01446,79502074
CGND-HRA-01447,61092858
CGND-HRA-01451,63174308
CGND-HRA-01452,67266124
CGND-HRA-01453,88190304
CGND-HRA-01454,56690080
CGND-HRA-01456,65231182
CGND-HRA-01459,72914072
CGND-HRA-01461,67749146
CGND-HRA-01462,74923350
CGND-HRA-01464,61065130
CGND-HRA-01467,66787790
CGND-HRA-01468,64818660
CGND-HRA-01470,60774276
CGND-HRA-01474,65745626
CGND-HRA-01476,67207226
CGND-HRA-01479,57758070
CGND-HRA-01485,67423124
CGND-HRA-01497,83194398
CGND-HRA-01509,57189716
CGND-HRA-01515,61536094
CGND-HRA-01516,60267600
CGND-HRA-01521,83744334
CGND-HRA-01542,59055890
CGND-HRA-01543,62309274
CGND-HRA-01557,73958368
CGND-HRA-01621,70015264
CGND-HRA-02195,79703842
CGND-HRA-02196,52026138
CGND-HRA-02197,71245760
CGND-HRA-02200,58289586
CGND-HRA-02201,79162508
CGND-HRA-02202,71386008
CGND-HRA-02203,57465648
CGND-HRA-02204,63568762
CGND-HRA-02205,88581908
CGND-HRA-02206,68389002
CGND-HRA-02208,71024968
CGND-HRA-02209,75454300
CGND-HRA-02210,70182628
CGND-HRA-02211,72080642
CGND-HRA-02212,57265678
CGND-HRA-02213,65380326
CGND-HRA-02214,47956024
CGND-HRA-02220,60614834
CGND-HRA-01410,78149430
CGND-HRA-01411,67443008
CGND-HRA-01449,61197100
CGND-HRA-01455,63439080
CGND-HRA-01457,74773628
CGND-HRA-01458,62823726
CGND-HRA-01463,67015220
CGND-HRA-01469,71932866
CGND-HRA-01471,69014590
CGND-HRA-01473,61869192
CGND-HRA-01475,69711218
CGND-HRA-01477,71070828
CGND-HRA-01478,59794286
CGND-HRA-01480,67250578
CGND-HRA-01481,67954522
CGND-HRA-01482,74668258
CGND-HRA-01483,58144020
CGND-HRA-01484,69699130
CGND-HRA-01487,59640328
CGND-HRA-01488,55805022
CGND-HRA-01489,57727500
CGND-HRA-01490,91489758
CGND-HRA-01491,68689872
CGND-HRA-01493,59617866
CGND-HRA-01494,76807582
CGND-HRA-01495,53748610
CGND-HRA-01496,58483414
CGND-HRA-01499,83002754
CGND-HRA-01500,72745120
CGND-HRA-01501,65100834
CGND-HRA-01502,65788018
CGND-HRA-01503,58076248
CGND-HRA-01504,66310920
CGND-HRA-01505,66891396
CGND-HRA-01506,66939816
CGND-HRA-01507,58867544
CGND-HRA-01508,86313222
CGND-HRA-01511,60890920
CGND-HRA-01512,68770038
CGND-HRA-01513,56575114
CGND-HRA-01514,65626802
CGND-HRA-01517,56667210
CGND-HRA-01518,62775704
CGND-HRA-01519,59776974
CGND-HRA-01520,67542208
CGND-HRA-01524,73760114
CGND-HRA-01525,54890354
CGND-HRA-01526,77428334
CGND-HRA-01527,56310500
CGND-HRA-01528,60826166
CGND-HRA-01530,64884162
CGND-HRA-01531,81689942
CGND-HRA-01532,55673646
CGND-HRA-01533,57366222
CGND-HRA-01534,55766830
CGND-HRA-01535,63557716
CGND-HRA-01536,73588618
CGND-HRA-01538,64212926
CGND-HRA-01539,74970108
CGND-HRA-01541,63072956
CGND-HRA-01544,58517146
CGND-HRA-01548,56601410
CGND-HRA-01549,65306228
CGND-HRA-01554,61126430
CGND-HRA-01555,60409454
CGND-HRA-01556,57532794
CGND-HRA-01560,74244628
CGND-HRA-01561,63400102
CGND-HRA-01562,62455860
CGND-HRA-01563,60367524
CGND-HRA-01564,72394586
CGND-HRA-01566,57288460
CGND-HRA-01572,56486164
CGND-HRA-01573,70693266
CGND-HRA-01578,63492390
CGND-HRA-01579,77815340
CGND-HRA-01581,57722948
CGND-HRA-01582,68763442
CGND-HRA-01584,61815610
CGND-HRA-01585,75209368
CGND-HRA-01590,70377286
CGND-HRA-01593,61364168
CGND-HRA-01596,86822960
CGND-HRA-01606,65443504
CGND-HRA-01607,60246966
CGND-HRA-01613,67309068
CGND-HRA-01614,73070330
CGND-HRA-01618,69002776
CGND-HRA-01624,64190584
CGND-HRA-02142,65765320
CGND-HRA-02181,64896890
CGND-HRA-01465,120808636
CGND-HRA-01466,86392034
CGND-HRA-01529,77595284
CGND-HRA-01537,89797376
CGND-HRA-01540,107356974
CGND-HRA-01546,103980162
CGND-HRA-01547,80980424
CGND-HRA-01551,100454616
CGND-HRA-01552,96585432
CGND-HRA-01553,95334638
CGND-HRA-01558,87373702
CGND-HRA-01559,108847934
CGND-HRA-01565,96494588
CGND-HRA-01568,106447566
CGND-HRA-01569,95784826
CGND-HRA-01570,84394324
CGND-HRA-01571,87598556
CGND-HRA-01574,96821550
CGND-HRA-01575,93352026
CGND-HRA-01576,102383334
CGND-HRA-01580,92359144
CGND-HRA-01587,148123666
CGND-HRA-01588,92771994
CGND-HRA-01592,112054206
CGND-HRA-01594,79066978
CGND-HRA-01598,117745044
CGND-HRA-01599,101065164
CGND-HRA-01600,108904668
CGND-HRA-01601,89580238
CGND-HRA-01602,92944600
CGND-HRA-01603,104876298
CGND-HRA-01608,105485108
CGND-HRA-01609,95015268
CGND-HRA-01610,120987300
CGND-HRA-01611,87166646
CGND-HRA-01612,91463968
CGND-HRA-01616,106087612
CGND-HRA-01619,89523658
CGND-HRA-01620,77653278
CGND-HRA-01622,89147868
CGND-HRA-01623,78260324
CGND-HRA-01625,89671818
CGND-HRA-01626,84229610
CGND-HRA-01627,102604272
CGND-HRA-01628,71320600
CGND-HRA-01629,99536344
CGND-HRA-01630,85655550
CGND-HRA-01631,79122948
CGND-HRA-01632,78926952
CGND-HRA-01633,107231908
CGND-HRA-01635,76764038
CGND-HRA-01636,82542168
CGND-HRA-01637,77155278
CGND-HRA-01638,77476882
CGND-HRA-01639,100656556
CGND-HRA-01640,84374922
CGND-HRA-01641,94461198
CGND-HRA-01642,92932822
CGND-HRA-01643,78622698
CGND-HRA-01644,82756022
CGND-HRA-01646,87259792
CGND-HRA-01647,74777902
CGND-HRA-01648,89536984
CGND-HRA-01649,72779944
CGND-HRA-01650,97963446
CGND-HRA-01657,85124448
CGND-HRA-01658,83417350
CGND-HRA-01659,83193690
CGND-HRA-01660,83991568
CGND-HRA-01661,78897826
CGND-HRA-01662,78062422
CGND-HRA-01976,203052794
CGND-HRA-01978,80982574
CGND-HRA-01981,100515690
CGND-HRA-01982,90720686
CGND-HRA-01983,100770900
CGND-HRA-01984,84264824
CGND-HRA-01985,99875940
CGND-HRA-01986,106631094
CGND-HRA-02148,79050564
CGND-HRA-02156,79295606
CGND-HRA-02157,132148352
CGND-HRA-02160,85915990
CGND-HRA-02161,78187222
CGND-HRA-02163,83112970
CGND-HRA-02167,88415482
CGND-HRA-02168,90927910
CGND-HRA-02179,89836686
CGND-HRA-02207,66799716
CGND-HRA-00498,98867788
CGND-HRA-00500,65148834
CGND-HRA-00504,79534956
CGND-HRA-00511,109744218
CGND-HRA-00512,82367054
CGND-HRA-00514,74644516
CGND-HRA-01944-2,100370090
CGND-HRA-02271,93317828
CGND-HRA-02272,100784070
CGND-HRA-02276,86973510
CGND-HRA-02278,91857010
CGND-HRA-02289,80915832
CGND-HRA-02290,82764030
CGND-HRA-02300,92829330
CGND-HRA-02302,78329656
CGND-HRA-02308,86442712
CGND-HRA-02319,92755230
CGND-HRA-02320,93948940
CGND-HRA-02323,85294786
CGND-HRA-02326,82861866
CGND-HRA-02328,92973142
CGND-HRA-02331,81121528
CGND-HRA-02332,95890516
CGND-HRA-02335,80705722
CGND-HRA-02336,112418400
CGND-HRA-02338,84692458
CGND-HRA-02341,91115898
CGND-HRA-02342,84403958
CGND-HRA-02343,83717606
CGND-HRA-02346,97875570
CGND-HRA-02347,101054044
CGND-HRA-02352,84146868
CGND-HRA-02357,79976234
CGND-HRA-02364,71567276
CGND-HRA-02367,95164942
CGND-HRA-02381,82956124
CGND-HRA-02382,80613064
CGND-HRA-02385,110838632
CGND-HRA-02393,77186318
CGND-HRA-02552,87532128
CGND-HRA-02553,80813784
CGND-HRA-02557,92335838
CGND-HRA-02559,80561574
CGND-HRA-02562,78353626
CGND-HRA-02563,70999252
CGND-HRA-02564,92712564
CGND-HRA-02565,90285630
CGND-HRA-02571,107814478
CGND-HRA-02572,67471744
CGND-HRA-02573,94214134
CGND-HRA-02576,83064844
CGND-HRA-02577,93581004
CGND-HRA-02578,91018942
CGND-HRA-02580,108647558
CGND-HRA-02582,83860824
CGND-HRA-02585,82816528
CGND-HRA-02587,70767814
CGND-HRA-02588,80711710
CGND-HRA-02591,91987794
CGND-HRA-02597,90279528
CGND-HRA-02601,102819486
CGND-HRA-02603,103849006
CGND-HRA-02606,79070782
CGND-HRA-02607,90188420
CGND-HRA-02611,89087598
CGND-HRA-02612,85541206
CGND-HRA-02616,87246856
CGND-HRA-02617,79706270
CGND-HRA-02619,94088494
CGND-HRA-02620,74200312
CGND-HRA-02622,69696016
CGND-HRA-02630,81709738
CGND-HRA-00494,87128248
CGND-HRA-00495,76168162
CGND-HRA-00501,86597570
CGND-HRA-00502,109924558
CGND-HRA-00506,65736560
CGND-HRA-00513,106109644
CGND-HRA-00515,86620288
CGND-HRA-00521,90698608
CGND-HRA-00522,81901800
CGND-HRA-02258,90541102
CGND-HRA-02266,98598794
CGND-HRA-02267,88992464
CGND-HRA-02269,94344104
CGND-HRA-02270,76414836
CGND-HRA-02273,101616288
CGND-HRA-02274,85350344
CGND-HRA-02275,126918360
CGND-HRA-02277,83284966
CGND-HRA-02283,96902276
CGND-HRA-02285,92614318
CGND-HRA-02287,96341932
CGND-HRA-02292,99338294
CGND-HRA-02295,82110124
CGND-HRA-02298,87974606
CGND-HRA-02309,87027114
CGND-HRA-02311,92395538
CGND-HRA-02317,103325108
CGND-HRA-02321,89992406
CGND-HRA-02322,91974298
CGND-HRA-02324,121516468
CGND-HRA-02325,85209704
CGND-HRA-02333,95765248
CGND-HRA-02339,110049848
CGND-HRA-02345,79472596
CGND-HRA-02349,87948946
CGND-HRA-02353,88047708
CGND-HRA-02358,93255362
CGND-HRA-02361,96791802
CGND-HRA-02369,106649694
CGND-HRA-02373,82540560
CGND-HRA-02376,77176346
CGND-HRA-02390,83360174
CGND-HRA-02394,82852376
CGND-HRA-02547,87177200
CGND-HRA-02551,108812770
CGND-HRA-02556,88223282
CGND-HRA-02558,88251518
CGND-HRA-02561,80608374
CGND-HRA-02566,93533280
CGND-HRA-02569,96621546
CGND-HRA-02574,91409778
CGND-HRA-02579,92290378
CGND-HRA-02583,89801668
CGND-HRA-02584,91975202
CGND-HRA-02586,93221868
CGND-HRA-02589,91922334
CGND-HRA-02590,81631194
CGND-HRA-02595,92009794
CGND-HRA-02599,86807384
CGND-HRA-02602,91513692
CGND-HRA-02614,75696908
CGND-HRA-02618,90685916
CGND-HRA-02629,89603298
CGND-HRA-02631,101089118
CGND-HRA-1927-1,79219056
CGND-HRA-1930-1,87140492
CGND-HRA-1941-1,104456288
CGND-HRA-00493,99646268
CGND-HRA-00496,88406700
CGND-HRA-00497,74833900
CGND-HRA-00503,95850906
CGND-HRA-00505,88143380
CGND-HRA-00507,83650380
CGND-HRA-00509,77292778
CGND-HRA-00510,94505724
CGND-HRA-00517,85406772
CGND-HRA-00520,95860532
CGND-HRA-02284,92611016
CGND-HRA-02286,85655414
CGND-HRA-02288,98799148
CGND-HRA-02291,84667054
CGND-HRA-02293,130743148
CGND-HRA-02296,83100166
CGND-HRA-02297,86974022
CGND-HRA-02299,106649698
CGND-HRA-02301,101262360
CGND-HRA-02307,90181046
CGND-HRA-02310,92140346
CGND-HRA-02312,93096544
CGND-HRA-02316,87510452
CGND-HRA-02318,109014322
CGND-HRA-02327,81095034
CGND-HRA-02329,92500926
CGND-HRA-02337,92335860
CGND-HRA-02340,88657008
CGND-HRA-02344,77816314
CGND-HRA-02348,89338792
CGND-HRA-02350,107992864
CGND-HRA-02351,87116722
CGND-HRA-02354,86577032
CGND-HRA-02355,92596338
CGND-HRA-02359,105545936
CGND-HRA-02370,80332876
CGND-HRA-02377,88282734
CGND-HRA-02389,87866222
CGND-HRA-02392,101391062
CGND-HRA-02550,91203880
CGND-HRA-02554,104477636
CGND-HRA-02555,97490698
CGND-HRA-02560,88199394
CGND-HRA-02567,97202394
CGND-HRA-02568,88084134
CGND-HRA-02570,86675948
CGND-HRA-02575,85776292
CGND-HRA-02581,87276710
CGND-HRA-02593,87622350
CGND-HRA-02594,89420666
CGND-HRA-02596,87238456
CGND-HRA-02600,103405230
CGND-HRA-02604,103304492
CGND-HRA-02605,109698620
CGND-HRA-02608,91104242
CGND-HRA-02609,97487910
CGND-HRA-02613,89067592
CGND-HRA-02615,90208898
CGND-HRA-02621,85412186
CGND-HRA-02627,87364668
CGND-HRA-1767-1,85986206
CGND-HRA-02356,104179644
CGND-HRA-02368,84453256
CGND-HRA-02371,78408408
CGND-HRA-02386,83600360
CGND-HRA-02592,90990284
CGND-HRA-02598,81927234
CGND-HRA-02610,89393382
CGND-HRA-02628,86735720
CGND-HRA-02675,87851912
CGND-HRA-02676,88412456
CGND-HRA-02677,85971354
CGND-HRA-02678,102033212
CGND-HRA-02679,98894898
CGND-HRA-02680,88276906
CGND-HRA-02681,80628214
CGND-HRA-02682,86215508
CGND-HRA-02683,93044798
CGND-HRA-02684,86897164
CGND-HRA-02685,89427776
CGND-HRA-02686,81542328
CGND-HRA-02688,121111206
CGND-HRA-02689,83900850
CGND-HRA-02691,86888900
CGND-HRA-02692,87704872
CGND-HRA-02693,104838696
CGND-HRA-02694,99378434
CGND-HRA-02695,86637196
CGND-HRA-02696,91827866
CGND-HRA-02697,85750896
CGND-HRA-02698,93574198
CGND-HRA-02699,85090248
CGND-HRA-02700,88227216
CGND-HRA-02701,114261246
CGND-HRA-02702,78656208
CGND-HRA-02703,86852018
CGND-HRA-02704,88619220
CGND-HRA-02705,93665756
CGND-HRA-02706,81410430
CGND-HRA-02707,95625456
CGND-HRA-02708,84443930
CGND-HRA-02709,99223058
CGND-HRA-02710,92440394
CGND-HRA-02711,103877116
CGND-HRA-02712,83095942
CGND-HRA-02713,95824924
CGND-HRA-02714,80534800
CGND-HRA-02715,104143646
CGND-HRA-02716,88891296
CGND-HRA-02717,97224546
CGND-HRA-02718,97481536
CGND-HRA-02719,82422936
CGND-HRA-02720,91056666
CGND-HRA-02721,84660826
CGND-HRA-02722,84398070
CGND-HRA-02723,79184448
CGND-HRA-02724,93995252
CGND-HRA-02726,84254056
CGND-HRA-02727,91930246
CGND-HRA-02733,89809360
CGND-HRA-02734,105504916
CGND-HRA-02735,84157532
CGND-HRA-02736,85433992
CGND-HRA-02737,99040348
CGND-HRA-02738,84001080
CGND-HRA-1957-1,92865180
CGND-HRA-01977,91422028
CGND-HRA-02143,75253264
CGND-HRA-02144,71603348
CGND-HRA-02145,86132042
CGND-HRA-02150,81555210
CGND-HRA-02152,75764598
CGND-HRA-02153,86102840
CGND-HRA-02154,74011556
CGND-HRA-02155,73266262
CGND-HRA-02162,80106034
CGND-HRA-02164,82905934
CGND-HRA-02165,86485264
CGND-HRA-02170,85141458
CGND-HRA-02173,80148600
CGND-HRA-02174,73542622
CGND-HRA-02175,82899326
CGND-HRA-02176,79589506
CGND-HRA-02215,73997638
CGND-HRA-02219,84402542
CGND-HRA-02224,75823594
CGND-HRA-02230,106137256
CGND-HRA-02231,75804800
CGND-HRA-02232,94447116
CGND-HRA-02234,73338222
CGND-HRA-02235,106440076
CGND-HRA-02238,77928338
CGND-HRA-02240,93376832
CGND-HRA-02242,84451372
CGND-HRA-02245,76598650
CGND-HRA-02246,75728858
CGND-HRA-02247,80419928
CGND-HRA-02250,85115254
CGND-HRA-02252,78917532
CGND-HRA-02253,76039718
CGND-HRA-02254,78379342
CGND-HRA-02422,70863970
CGND-HRA-02424,73617950
CGND-HRA-02429,82340586
CGND-HRA-02430,75303724
CGND-HRA-02431,79987256
CGND-HRA-02434,79335222
CGND-HRA-02435,87393310
CGND-HRA-02437,76300030
CGND-HRA-02438,90285478
CGND-HRA-02439,76206904
CGND-HRA-02442,102598546
CGND-HRA-02443,72937886
CGND-HRA-02445,74644060
CGND-HRA-02446,79939378
CGND-HRA-02454,92175466
CGND-HRA-02455,68724346
CGND-HRA-02456,77264104
CGND-HRA-02482,75493044
CGND-HRA-02483,83348144
CGND-HRA-02485,78919698
CGND-HRA-02487,87263506
CGND-HRA-02490,76293130
CGND-HRA-02491,85425460
CGND-HRA-02492,82587774
CGND-HRA-02495,75477978
CGND-HRA-02496,82023928
CGND-HRA-02497,88165202
CGND-HRA-02498,80390780
CGND-HRA-02499,78735164
CGND-HRA-02500,74732908
CGND-HRA-02502,91002744
CGND-HRA-02506,75311896
CGND-HRA-02508,80749202
CGND-HRA-02509,94099118
CGND-HRA-01577,98339532
CGND-HRA-01583,81789662
CGND-HRA-01589,79854590
CGND-HRA-01595,90169718
CGND-HRA-01634,86998716
CGND-HRA-01645,79022550
CGND-HRA-01975,77887804
CGND-HRA-01979,66406106
CGND-HRA-01980,84544468
CGND-HRA-02146,81418814
CGND-HRA-02147,74765370
CGND-HRA-02149,74214452
CGND-HRA-02151,83684412
CGND-HRA-02158,88960626
CGND-HRA-02159,79645190
CGND-HRA-02166,79901962
CGND-HRA-02169,94961622
CGND-HRA-02171,80880368
CGND-HRA-02172,95629792
CGND-HRA-02177,86895612
CGND-HRA-02178,86260566
CGND-HRA-02180,109818818
CGND-HRA-02216,81006364
CGND-HRA-02217,96808582
CGND-HRA-02218,77397114
CGND-HRA-02221,71498266
CGND-HRA-02222,100179606
CGND-HRA-02223,97075552
CGND-HRA-02225,77771752
CGND-HRA-02227,75643686
CGND-HRA-02228,88320628
CGND-HRA-02229,90852066
CGND-HRA-02233,97967082
CGND-HRA-02236,87111028
CGND-HRA-02237,99000374
CGND-HRA-02239,65847660
CGND-HRA-02241,84790166
CGND-HRA-02243,86438446
CGND-HRA-02244,88437020
CGND-HRA-02248,83152446
CGND-HRA-02249,68437630
CGND-HRA-02251,93008466
CGND-HRA-02255,87414884
CGND-HRA-02256,84048714
CGND-HRA-02423,85093078
CGND-HRA-02425,85672210
CGND-HRA-02427,81212244
CGND-HRA-02428,86214804
CGND-HRA-02432,67366788
CGND-HRA-02433,94921952
CGND-HRA-02436,87184172
CGND-HRA-02440,106775886
CGND-HRA-02441,78096390
CGND-HRA-02444,71829256
CGND-HRA-02447,83854026
CGND-HRA-02448,88872012
CGND-HRA-02449,71220180
CGND-HRA-02450,94330338
CGND-HRA-02451,86671562
CGND-HRA-02452,86822134
CGND-HRA-02453,92057770
CGND-HRA-02484,71011222
CGND-HRA-02486,81576392
CGND-HRA-02488,82779114
CGND-HRA-02489,70617976
CGND-HRA-02494,70718220
CGND-HRA-02501,87552846
CGND-HRA-02503,86133464
CGND-HRA-02504,78882106
CGND-HRA-02505,84842230